mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
0.6431444933503716,0.27257355427798435,0.6157832907193699,0.5015906680805938,0.28987993138936535,0.18176798969388383,0.20379924953095685,0.3668060637741766,0.3797979797979798,0.14132266217354683,0.15643671917436172,0.08206182831365266,0.12444046553267685,0.12565978953974424,0.17510096225756588,0.0813230390242437,0.04696969696969696,0.2538359537791248,0.0845387516181685,0.08936718149658357,0.606901458555674,0.3035714285714286,0.5398177200059764,0.43521431380259534,0.3574679073558378,0.15456335923780695,0.1929712460063898,0.6391752577319588,0.23358959195742168,0.2228781319690411,0
0.6014955748024045,0.3902603990530943,0.5957432105590492,0.44941675503711553,0.5143089284102194,0.4310165020550886,0.46294559099437144,0.6685833768949294,0.5095959595959596,0.2112468407750634,0.22962158247329348,0.09378178762549202,0.180370352919003,0.1629217890242399,0.22121952435558656,0.28395469702887016,0.09676767676767677,0.38984656184883504,0.20569032475938537,0.12533143185484152,0.5563856278904304,0.3600746268656717,0.5084416554609292,0.3745084545812033,0.4973850438090063,0.3853751297649193,0.35974440894568693,0.8350515463917526,0.4037058939483541,0.2134330316148499,0
0.21009039708457572,0.3608386878593167,0.2335014857300809,0.10290562036055144,0.8113207547169812,0.8113612661799889,0.5661350844277674,0.5499215891270256,0.7762626262626262,1.0,0.13909107369183413,0.17540135332360357,0.12665504405597702,0.03815479325660537,0.3687989230692526,0.5432150689458347,0.14295454545454545,0.353665466944497,0.7281476895367818,0.2858379081890494,0.24831020988971897,0.3859275053304905,0.24134668061158426,0.09400806134486826,0.9415879915778033,0.8140117006723521,0.5486421725239616,0.8848797250859107,0.9999999999999999,0.773711137347501,0
0.6298925647214728,0.1565776124450456,0.6309861101513371,0.4892895015906681,0.4303511781168187,0.3478927673148887,0.4643527204502814,0.5452169367485624,0.37828282828282833,0.18681550126369006,0.2338221980807532,0.09254345230197691,0.22056259718230223,0.16368757447730473,0.4874607368998354,0.1679184065851534,0.14363636363636362,0.3570752036370524,0.13617943378173014,0.1441616072108495,0.51974386339381,0.12393390191897663,0.5069475571492603,0.3415749115218246,0.4498403857909393,0.17241513131724734,0.31948881789137384,0.5584192439862543,0.15750049280504635,0.14259477895841538,0
0.25883856311231007,0.20257017247209996,0.2679842443507705,0.14150583244962883,0.678613342962896,0.46199619655235885,0.3700750469043152,0.4228437009932044,0.5186868686868686,0.5511794439764113,0.08075321383306172,0.11662465171819028,0.06879329029826134,0.03808008248069661,0.2890262751159196,0.2343106918616878,0.09272727272727273,0.21538170107974994,0.19372994878144872,0.14301933554403284,0.2682319459267165,0.312633262260128,0.26390756511778474,0.13674793550924103,0.7330707056985669,0.48278371219838756,0.4277156549520767,0.5982817869415809,0.47703528484131685,0.4549390003935459,0
0.5333427989966397,0.3473114643219478,0.5238753368806579,0.38027571580063624,0.3791640335831002,0.27489111097478686,0.2643058161350844,0.38682697334030314,0.37070707070707076,0.15711878685762448,0.12138330617418067,0.09075228870903543,0.11416859067992274,0.08798688078775041,0.12968041082913695,0.08688076426232463,0.05691919191919192,0.19681757908694827,0.08172454550571286,0.04253404315710043,0.5318392031305584,0.4168443496801706,0.5119278848548234,0.3491938655131734,0.49602662500849004,0.22344791454434323,0.3022364217252396,0.663917525773196,0.29528878375714573,0.18785255148891516,0
0.3184722419423542,0.37605681433885685,0.32071038628982107,0.18426299045599148,0.5982666787036202,0.44512606588552855,0.2196529080675422,0.31285938316779927,0.5737373737373737,0.5170598146588039,0.17092160057939523,0.22427137234089606,0.14602082646185743,0.08247696106447913,0.3535922620531485,0.21057770300718,0.06282828282828282,0.27429437393445727,0.09818765126357855,0.15444205221219948,0.3247954464603343,0.42963752665245214,0.2997659245978385,0.17494101454974437,0.6400190178632071,0.33075258802184904,0.21389776357827475,0.5347079037800687,0.32150601222156516,0.393939393939394,0
0.259311846277628,0.4846127832262427,0.27765876580747706,0.14099681866383879,0.5955583641780264,0.6754800318998835,0.5330675422138836,0.44657605854678517,0.48989898989899006,0.6838668913226624,0.06739091073691833,0.27336252266595906,0.06040616312491167,0.0320098319381096,0.27102757142144884,0.525114909724517,0.19553030303030303,0.27126349687440804,0.14082287386728204,0.3160215716273564,0.25471362504446815,0.763859275053305,0.23527068081079738,0.1293255996854109,0.7751816885145689,1.0,0.8825878594249201,0.7594501718213059,0.5521387739010448,1.0,0
0.42780065313076815,0.45755833615150476,0.40709004215327216,0.2775397667020148,0.26568565496072943,0.145113796699589,0.0773686679174484,0.17370622059592264,0.23636363636363633,0.1476411120471779,0.09704870541372443,0.18225642386449076,0.08052584460255385,0.06295877085831474,0.11547090791244949,0.0527007540481269,0.0278030303030303,0.14379617351771168,0.09452918331738618,0.07240617795900284,0.4005691924582,0.5826226012793179,0.36550625031127043,0.23712151002752652,0.31875297154112614,0.12400190160180846,0.1165335463258786,0.34278350515463923,0.27261975162625673,0.19336219336219335,0
0.4164418571631407,0.2766317213391951,0.4133093773754405,0.2704135737009544,0.40146248984382066,0.3368504999693271,0.23344277673545966,0.3453214845791949,0.39494949494949505,0.22872788542544242,0.14278471845011767,0.13756578656406174,0.13226216840220517,0.08845382313718017,0.20232337837164077,0.28808543875987624,0.07047979797979798,0.2428490244364463,0.1716384307986717,0.11055112877209258,0.44432586268231955,0.4067164179104479,0.4287564121719209,0.27374164372788046,0.4647829925966175,0.5177110923538143,0.31669329073482433,0.6219931271477663,0.4389907352651291,0.3263806900170538,0
