mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
1.097258786052112,-2.1278223561521714,1.2723004717483586,0.9906532396597455,1.5866256249120907,3.3520793903492665,2.6295058209551354,2.5495762174830143,2.1803671097327175,2.232702827800872,2.3479002213564124,-0.5646850979523621,2.6677978504403135,2.3286580227737503,-0.24148590373771725,1.29257296004389,0.6589403762475095,0.5963013681199436,1.0590853183949456,0.8353996373611379,1.8802907542380565,-1.3878078650312462,2.2986297878954094,2.0037993196687642,1.3323869918448463,2.7668455910721637,2.144711612806239,2.3121729689255033,2.737601620374273,2.058516780028227,0
1.8352093741718747,-0.3543601577975909,1.6916133481975297,1.9275910355590504,-0.8267184179860748,-0.4922713775981752,-0.029922965748772463,0.5477741043881071,-0.01383167108060956,-0.8436101700396164,0.458300088013165,-0.8716199846172002,0.23118891542426195,0.6842290821821193,-0.6121715437998335,-0.7106524845971426,-0.4325679601111651,0.21454443893013903,-0.8130879193118764,-0.10976627144837557,1.7996317479664161,-0.3607975239039712,1.5300475700123386,1.8926098807402896,-0.3618355998740285,-0.43618163240095453,-0.13738878632055657,1.0945586397063882,-0.2508712640364749,0.327283279228024,0
1.583505297603894,0.48077495049387625,1.571216581692322,1.5729961158802366,0.9556860058537467,1.0778529861101533,1.3484395151648383,2.049971374490395,0.9151783563807168,-0.38020911954821757,1.1507537361521867,-0.7767101305143039,0.7883560905088415,1.0978241069527073,-0.3201066229672461,0.7923236693632316,0.18014323809529842,1.324267010421151,0.18563646585886304,0.2592782153058841,1.5059502379517264,-0.002695233905644972,1.3423705168083326,1.4566766836715073,0.5470442279751594,1.154632932242584,0.8757997387436045,1.9686646443095308,1.1424578009265047,0.24385033943042408,0
-0.7819409674156537,0.27199117342100926,-0.6050587632052561,-0.7820330701817395,3.3145398089241445,3.4738094357758285,1.897289733809172,1.4592927319939124,2.823805961437449,4.847010561446622,0.2941806929322194,-0.11574358052602084,0.2532502947241567,-0.28704544967261986,0.6145011236970328,2.7153309649418866,0.7484235532675204,1.0290622595091963,4.492562879492959,1.906303513746212,-0.2850933372082845,0.16115345538604176,-0.2552676361013225,-0.5576170726629107,3.432517079496366,4.108907310802967,2.023400726184572,2.19102494372612,6.026374859458385,5.193045976590842,0
1.7551217134456985,-1.177496198441192,1.7829488262359625,1.843987355309574,0.2888975448034514,0.5542205684816068,1.3559238363281703,1.4358737549786336,-0.024676146109340803,-0.542120329960875,1.190498725357593,-0.7867383415138552,1.188746655249487,1.106324054830198,1.3659762713527708,-0.0683502216185245,0.7568126011131464,1.0568826025270766,-0.38738310008114313,0.4525026626536386,1.2929277342086765,-1.4992925402194037,1.3334335142748082,1.2201785119823703,0.23820156802640607,-0.3131425908312147,0.6312369913143243,0.7341816027208821,-0.8740752258855022,-0.38189670905157713,0
-0.4873327868872217,-0.8511215584192394,-0.3978932925635372,-0.5196904873299341,2.2605838543607755,1.2730075033813097,0.8544743183849379,0.8267201417256532,0.9802452065531052,1.872589963262376,-0.2577949761187273,-0.5917254526118665,-0.3231619133667141,-0.2878747128801799,0.10930774712174694,0.42410008234773605,0.13043036197307023,-0.0992072073270691,0.08703998184084576,0.4407813266932049,-0.169275276920801,-0.30336602456461703,-0.12031889784510884,-0.2506989229857397,2.0780214137211215,1.8259981373296428,1.2887419968037581,0.9120698422541532,1.7430585102732354,2.377184258421838,0
1.1716258995835613,0.17599863223808235,1.139448867328819,1.1030857751676622,-0.11762832338527647,0.09435150798125948,0.2919028442744958,0.6474348621309057,-0.07889852125299802,-0.7389261977900534,0.1266350056783938,-0.8012434324239206,0.12886166675666436,0.2660731097699509,-0.8998160225873868,-0.6694292691067542,-0.3101500026601779,-0.25067351931330745,-0.836287092021998,-0.5903410458261553,1.3632458422403628,0.35709621783795603,1.3632235227198883,1.274890775582096,0.5382201519766233,0.03858858235184595,0.5264243852732041,1.2049720297615223,0.25447288119343536,0.01788612747859036,0
-0.1269383136194305,0.37998278225180226,-0.08112524827569782,-0.22909562632485747,1.622474466904042,1.1667352415009773,0.054400386024765934,0.27923650127957433,1.3742611325970138,1.6464725832033205,0.5953517749283599,0.28001260356341473,0.4461700158360036,0.20491494821239536,0.5181986362873691,0.24806581079418594,-0.23744492133141912,0.381466497037422,-0.7005719316677861,0.5579946862975416,0.15956528710973178,0.438175981611162,0.09416916295946882,0.023568359704498176,1.4735722078214182,0.7781602126569127,-0.010254977141049908,0.628368770584712,0.46920377996525,1.8383465222290036,0
-0.33001773903223347,0.6175643216795477,-0.1932187895046842,-0.3965912753763948,2.224735012368824,1.7212832262219844,1.2049900262009785,1.155626663362461,1.930944184071894,1.5599338328103471,-0.3544164153939396,-0.39151938301368155,-0.23444700511820057,-0.3473743480226154,-0.4524041384578992,0.5115601476449114,0.09345641035716283,0.03834893315022903,0.061520891859712115,-0.032689607708554225,-0.16513891762481955,0.8756688736374187,-0.036906874198884145,-0.2547582199624937,1.689762069785546,1.927639084713341,1.3057255209307916,1.4012625009706487,2.3775640983734103,1.3806241441727258,0
0.5337848873715189,0.958337842878939,0.43782633148812755,0.40485090080824143,-1.0188682110629341,-0.7231720193199883,-0.7023892222741369,-0.4134447966612344,-1.040441973800519,-0.8017365811397911,-0.10361182833913328,-0.060230269635647295,-0.2062835421821645,-0.011730064762674604,-0.9898035927898597,-0.9229520443726424,-0.6683934162159855,-0.6832798532413495,-0.7307308561909444,-0.28381035086087525,0.6000875521317673,1.4077548233990829,0.48739727443452857,0.47009102714742096,-0.6133217658322987,-0.6468191220448026,-0.6017668603082971,-0.22810176199573556,0.06880330706742978,0.06655534236052339,0
0.46513832103479674,-0.3255623954427125,0.47519084523112265,0.3564184239740621,0.05946495605496319,0.48466054252357127,0.12774673342541792,0.4408274426849995,0.09461307920670489,-0.2643588569253683,0.32912887309559413,-0.42214124160159716,0.30910782954729493,0.27125600481720136,-0.439774304043517,0.8229625457412231,-0.1433011621749493,0.12490111142807948,-0.09507352393360947,0.10761123181784855,0.8544736488346327,0.29290807151750153,0.8657303816870482,0.7330628747719091,0.3352664040103002,2.0667266969226112,0.6142534671872909,1.0178826743903229,1.4314565293487214,1.241569244510059,0
1.4347710705409964,1.3327087534923556,1.6708552850069767,1.3423652738127154,0.08097426125013363,2.737632494386617,1.4619517194753708,1.6310318967726254,2.1008409595220203,2.133602000737952,1.8699324632396708,4.203550157137863,3.8323570428454037,1.5574432397428797,-1.2708174085098622,3.182713097326155,1.7516915345092399,4.46487462221744,2.7769840575794578,3.1963608533915164,0.9661553498261344,0.7422250957606842,1.318538510052268,0.7913049618296816,-1.2486552377268763,0.925940800629263,0.45606407103263735,0.951941344218507,0.4369134192476838,1.0967203906947809,0
0.48516023621634075,1.128724603478635,0.4793424578692336,0.3613193293679971,-0.8790577272943234,-0.07568411102727236,0.12575091444852934,0.117645559874149,0.11268720425459063,-1.3028238616410324,-0.022066074624592452,-0.2554222337340566,-0.001159653798035426,-0.09320517490545208,0.8225776456739787,0.30210164731537076,0.5588932130515251,1.2222590860222555,1.0335662284138114,-0.29801803081291606,0.11406533485393498,0.35709621783795603,0.13587517478258138,-0.012612330740481733,-0.8339236657956933,-0.3973975866887539,-0.18300167969030337,-0.041779166277697344,-0.1556146999196554,-1.1878357316797843,0
-0.12121776642470379,0.8071495905158288,0.060029581420062324,-0.22794247211451993,1.2066278997974065,2.4188157087456204,1.540537091690355,0.8100666469592326,0.9151783563807168,1.968899217731973,-0.6771731380792232,-0.09246380499134794,-0.3963869170004079,-0.4533127227884151,-0.23201352792693072,1.8674696949909273,0.6987106771452922,0.6596699272162271,-0.14959157980239568,1.5102644350830752,-0.26027518143239536,1.091881577032634,0.04054714775832441,-0.3281785478898674,1.4603360938236147,3.48167567497462,2.0593087486245856,1.6282233583062016,1.115010994316573,3.460653684960118,0
