PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target
2.368710362461987,-3.583687172816258,-0.5097998947245115,-1.2143604882481096,0.5415153587964748,0.05641782896416636,-0.055075953698148064,0.12196512596007598,-0.5038224303530674,1.1050065997163896,0
5.68192875658105,-0.8962461294586832,-0.4848599013840399,-0.92132005147679,-0.15899361391727856,0.6420399953736433,0.6482243078578098,0.14695462758140204,0.050655391746016756,0.5947369082190573,0
7.118664811176428,10.299460074359354,-2.780723803582676,0.316751762016581,-2.8411091020913415,3.232928790892715,-1.5979166045927287,0.3351908535987,-1.6648536107970124,-0.7215122536331395,0
3.819827021004231,-1.7342764693935386,1.3317637087646086,-3.0714717139729832,0.1506626075652236,-1.173084644945714,1.0210842662127149,0.9437484475736794,-0.34550672723197123,0.4118691696813971,0
2.4252004418101087,3.987820358057576,-2.840795819430323,-0.8436627951611885,-1.203297081323787,-0.20599540371293362,-0.46111330138686357,-0.343264059276396,-0.14701295914455487,-0.5795810255788357,0
2.261294495975433,-2.558207953543267,-1.6386595792227903,-0.21271016790464162,0.05708073311281496,-0.022208773207035418,0.27077782898074776,0.06932737965918075,-0.040059864657742354,0.21800019701365575,0
2.154975461346057,2.377196060993466,-0.8172160812944586,0.10633832270991884,-1.6341821654913187,-1.0860033106548757,-0.7720529584089965,-0.7847280578932929,0.6444223309120907,0.8368174888003094,0
6.352571244216763,7.633917218657587,-3.962419018668501,3.2854855857972862,1.4394599915195094,-1.2599318141844091,-2.7618341147772627,-0.2434587273792363,-1.0210224891555162,-1.2978671373161448,0
-0.7330845825655108,-2.633615188828555,-0.4967117838165341,1.5747210884833898,0.3647450244265873,0.029687117546312244,-0.6646283168098759,-0.08977746678014534,-0.16502084415138657,0.3844463798421993,0
2.6682368539653676,0.14514497232155826,-1.4065133341614107,-0.019031058258277143,0.3434467886473815,0.7092863180077899,-0.8096515890170098,0.3365766898365214,-0.6370337513798727,-0.2340134466598854,0
8.00205754359456,2.692242541254646,6.02669767529987,1.0860436804242264,1.332335281840925,2.060157460791112,-0.2817751481588748,-3.561480565635504,-0.24771383573183536,0.6527645464265142,0
0.3498542783479952,-0.8829173363732269,1.6638055324432337,0.579866106302188,0.6015291332995552,0.8790701865706058,1.6128195166096808,1.4755151938186175,0.061332225774358505,0.7014330519748468,0
4.1214712518124,2.983590734215562,-2.9184509644789967,2.4782862099504825,-0.31710220186859966,0.4322958605504268,-1.1300432326037555,0.13454378973343542,0.5704446517913874,0.16919468708909244,0
0.28072919877995817,-1.5162983411519846,-0.8539442705725248,0.5744191290652197,-0.49413133455803726,-0.6885355596122023,0.20671155345145711,0.00010507870398143726,0.3883087003210262,-0.5423707511212342,0
4.867457887746799,-3.925107245441941,-0.3188991165172349,-0.09402720827266581,-0.20586693352214128,-1.1446569247088358,0.36632347769965895,0.779728313267914,0.10246913663302563,-0.5472475687836095,0
-1.1726985838698545,-0.10581133991513013,-0.6898853435453912,-1.5384848371404587,-0.45270440028399794,0.18421857230218275,1.1724102932880198,0.6628619461039684,0.2625106711772684,0.010552475053561711,1
-1.4647039967444913,0.594509404831468,-1.818301523396008,-1.0417185737111596,-0.33659423955846923,0.7128299042250325,-0.33351629574822717,-0.9655279564678382,0.1287983238165239,0.3215959232083147,1
-3.475326391502106,1.6632510502892752,0.3347887344140276,-2.0368014683625715,-0.6567311650664807,-0.5383097673146119,0.36044268848376626,-0.05944567698464765,0.5392353663117209,-0.024876791239373842,1
4.723430285130784,3.428798909577725,-1.257686191862146,-1.7652388173910076,0.23758602025215073,3.149365814169001,0.8147178311865729,0.3492622210577853,-0.11667094836825874,-0.133692896506791,0
4.1638342136255835,-4.931590581706054,-0.7411989143922466,0.7113894840984081,-0.48370541432640174,-0.542072193242427,0.14624223956257856,0.06021418486123874,-0.16792068291096626,0.660186398161583,0
4.914444857659748,-1.393159164711619,-1.6436822817947283,-0.08230043429690273,-1.8322803538364518,-0.5803132539866706,-0.6409954047566278,0.3144494276941786,0.7918166112551499,-0.243924913575075,0
7.016655025852898,2.1883991127517923,0.1732997125370577,-2.4205266925267734,-2.018493465190592,1.5532608175766274,-0.3382336051677018,-1.036060748400312,1.6955598135858088,1.8349610319714686,0
3.580376233077711,2.212635153098864,-3.7071568174409077,1.3648955209265488,0.07405858074256347,0.825075885935733,-0.4454914355871061,-0.5702229550778954,0.15833143523609272,0.25443024739551545,0
2.964296625701315,-1.7574260112117448,2.54419244195048,-0.2620689403968764,-0.3069367816535769,-1.0290922293794948,0.8866900352583147,0.5369802967167028,-0.2447319534718697,-0.32034318855485405,0
4.036401957571077,0.5920357986620157,-2.638766959803607,1.8946960356066889,-0.4343062246227153,0.20507731338876128,-0.26946698785811773,0.31607294662695956,0.16338758721952193,-0.5503684602850017,0
5.994564573417731,-0.6535256776716427,-0.21860194455568402,1.0250848559138828,-0.7216054202178497,0.23286793448560228,-0.34289845886443776,-0.20463714916157408,0.3962118485733689,-0.11760243962683575,0
4.522036048233932,0.44293102802159845,-0.7157317518968728,0.7143310046084117,-1.5074334025374787,-0.0036958070562593645,0.9962724686643107,0.05176298986857827,0.5910171625055612,-0.06054221622824188,0
4.978129357921867,-1.0129068145130984,-2.405174675045622,1.1364829526265179,0.5941073410037754,0.1300363546141321,-1.3250500340242426,0.8475451794117048,-0.6615174525045878,0.29416442793755737,0
3.042020344272862,0.8420986949129623,-3.3263473817495353,0.022090089153050545,0.22261632004325266,1.0573288585045106,-0.9843886909572113,-0.09674293385376392,-0.6207321930698443,-0.1130963882823023,0
2.809215383015088,-0.24663961612663182,-1.7938582377205334,0.6926608258503525,-0.5858134883504764,2.0901151410032432,0.4635596670379401,1.3733721622355286,-0.22098725155286303,-0.7292230671733415,0
1.3526873775188704,0.9314090343970843,-1.5117373857909993,1.0448777741043518,0.5157492275520985,0.4890865495661682,-0.02508615315439806,0.513027096259911,0.19784722994889187,-0.48091431274004254,0
-3.6651971693354013,-1.453623348287761,1.6085281302434853,0.5483642862783854,0.25833950073678863,0.28770010594230694,1.1723376220389126,-1.727191306476436,-0.806512275897024,-0.7976021255949889,1
-1.0016477283455532,-3.3795690587897362,4.164216888296762,0.33107723888710433,-0.5679644076025926,-1.554937005353006,-0.6737954314920126,-1.3018129557394102,2.23588020064226,-0.3055651378957996,0
0.839619278830835,0.9116300268701378,-2.714046079986523,0.18014635141847868,0.6892062111943793,-1.0227280838920159,0.06704760745942331,0.21891617182954698,0.2221987119534514,-0.33795314642403995,0
-2.024135292589083,-1.9228029227133865,-1.2019963693165985,1.1038356868082957,0.6963202293782423,0.9379060806859191,-0.18144729163839407,0.027260147707506555,0.7158161572144841,0.25506914775043166,0
-0.010452306029720177,2.23739716914437,-1.9925609856990258,1.389572268421924,-1.8045271715163904,-1.8846482576842722,0.7043352047718828,-0.36173619884327984,0.9950931792515343,-0.5756790927750651,0
