PC1,PC2,PC3,PC4,PC5,target
9.009640922685918,1.9886176309189436,-1.5079675522261053,-3.6564089048098136,0.9681941925708679,0
2.1977532591418725,-3.7549864357139175,-0.6471854267040185,-1.0480177746924155,-0.6277180648860285,0
5.558930370567903,-1.0768734173801113,-0.6871625573314382,-0.8978981845921965,0.17890283326057327,0
2.233377657270617,3.977218146797062,-2.989356203722963,-0.9541551521131442,1.079709187256618,0
1.9676295408520024,2.4211877781008875,-0.9364164797583804,0.14779284117074365,1.4410466507727744,0
3.0154971064572975,3.3655912512645205,-3.1730632139652877,0.561229657112075,1.6077134618716156,0
6.234720133600687,7.931373608526203,-4.437565045906501,3.403911656107975,-1.8641771972422791,0
-0.9829307019495696,-2.6518765965238162,-0.4760837742127326,1.68604418213983,-0.2022509689717539,0
2.489278442950256,0.06769946421879926,-1.6126119697828492,-0.06264496622373163,-0.3900653982297567,0
8.202453257844379,2.8653305484926097,5.634062395874543,1.0116739559532368,-1.1748810238034653,0
4.215999173646032,4.964166830571976,-2.841749066138461,1.4431029116393725,-1.3551287814092916,0
3.9247736347333433,3.0247206506897606,-3.208973246602696,2.449617490730885,0.38884529768704446,0
0.06635060865187206,-1.5542741796838837,-0.7961475063220652,0.7100276128540777,0.6416176320008133,0
4.218001297076533,1.478962184649925,-2.3863840770256703,0.22341794132570814,1.4700899640487217,0
4.753824586307331,-4.053082230042879,-0.43522433931192145,0.22545472273546485,0.11514119657762786,0
-1.7251517213165417,0.5276816717658749,-1.7846022673415478,-1.1663220646415366,0.4341878742935414,1
4.688037003694273,3.2130579287470566,-1.557624899748667,-2.1553055155370813,-0.06229162100871464,0
6.917763642103142,2.018316641070797,-0.33031616172803,-2.610470857305725,1.9451915936644077,0
3.314425985939253,2.158039646461859,-3.9946273780072237,1.2924252113950578,0.09181430010156175,0
2.9881814182980473,-1.7880427339488387,2.5765969570527743,-0.06368339184986711,0.13578620215025802,0
3.82966710640589,0.5540895590854893,-2.8299777207183956,1.9151151181363413,0.5781288481109885,0
1.5741774794803054,-1.505249663968558,0.08979623334697748,-1.8985001905877879,-0.5757481068540266,0
5.902257790070013,-0.6909871010212114,-0.5012789152812199,1.1079012693683197,0.7225463553154685,0
2.7710593049167738,4.017541367803211,-3.1619290981600665,0.2848244545324175,0.7876575526567114,0
4.427468829475632,0.3644214776607283,-0.8178532751895664,0.7378056077701847,1.6352335226552415,0
4.787515916562377,-1.081962481856796,-2.7256820341144103,1.2473501390372792,-0.7667496096913675,0
2.7952872261396595,0.7397209309275212,-3.6237813384321242,-0.06148489811792193,-0.2049937242239672,0
2.6493377857523215,-0.43244477093539596,-1.9553866667986515,0.48693476084201326,0.9431051755315488,0
-3.8101051136860495,-1.4471546439976466,1.9141371936590603,0.5286204536925714,0.11436384438652052,1
0.6078374883256863,0.9082472297022778,-2.6714586079021214,0.31990016128456955,-0.7289184666773226,0
-2.2945135552315348,-1.9968549399547058,-1.1397933996526628,1.0995177236153624,-0.3613599810033327,0
-0.24567773442018753,2.3167709807823784,-1.808233391368554,1.5023503265836993,1.9383863712640204,0
9.100716827666613,2.0447031196891845,2.0195590407925854,0.900740965750555,-1.0913307490295616,0
0.8168848229008939,0.9708962960544413,-2.3596394976792228,0.26220086923200026,0.6863353387046021,0
-0.4879705548612584,-0.17974846033086672,-3.3092009241587785,1.0214035747411798,0.13606653287710102,0
5.2569927989941885,-0.13125593992867948,-1.7844770210832797,-1.47396867931538,-0.15663034330669862,0
-4.649381729841653,1.4147322914713005,0.17035622091215946,-0.39684558878618154,0.7610483020648371,1
1.5387364010864717,2.346487712763496,-3.1126256939544072,0.08498540053697053,1.1646547937445317,0
-2.267620593961517,0.08124904136072544,-1.4402007420757357,-1.1008223279827534,0.1543045962882319,1
-1.6821268563136238,-1.255698134800632,-0.2832305358273026,1.4715812966664972,-0.025454250922234585,1
-3.6481741755041552,-1.3230033431318107,1.1306879105270322,0.5426549979173555,0.29695081532077516,1
-3.2965632421307194,-1.7009777866974405,-0.42221220737140536,-0.18957017182350736,-1.3860091791400277,1
-3.5531056022113394,-0.5696472457245716,-0.08972933690667846,-0.6318761693321031,0.08634990799478946,1
3.139015912991471,-1.1154244224142182,0.7109994430616665,-1.0104848280862158,1.2020584086731152,0
-0.8472291624380726,-2.1204541857453023,-1.3556909591178756,1.0972800984699425,-0.11109958491345402,0
-2.9373921530391507,0.05171464762651556,0.516542564648882,-0.5982378253281523,1.57757885025369,1
-3.833854544768477,-1.8474542742578401,1.3339091591930028,-0.18453837995876968,0.5392702365965057,1
-2.4485953440934076,2.6487389532574546,1.2073901964050482,-1.99338835251955,3.327760033802571,1
-2.617068390979645,3.1572306358861106,1.6052381742466275,0.6778906376658023,2.910079635732964,1
4.6611935916163025,3.146648719117204,-0.21887344853311108,0.6489253490273713,-1.2377998175120237,0
1.5293904290383467,1.5895633851762683,-1.7810773617757263,1.4287636455636037,1.3356042788944413,0
1.6381645646839325,0.745588150706661,-1.4382599378225212,1.2036274067352264,1.5694137177259986,0
-2.8747319734228727,2.3572053604542704,0.6269734443952214,1.5768268051508167,1.7509425235254432,1
-3.595195388076935,-0.6910140967367472,0.7363852067412835,-0.0161133706764128,0.06763049587223291,1
2.5059471710561567,-4.4234492665951555,0.20565531860114025,-0.42089381780536855,-0.356173577296443,0
-0.2907364651293235,7.6165610852898995,3.8445489428909343,-2.2467406590776737,-3.097823327140707,1
5.311795208210309,1.0535095257553235,-2.3385177149438934,1.5705360003217272,-1.0497444482600626,0
-0.5432940099932916,0.13977912737467688,-2.045557260383659,-1.0324131114494453,-0.739178534745422,0
1.3096297504813292,-1.9520360750680317,1.103440980210929,-0.6831360465344827,0.600802966586044,0
-0.9417565747557326,1.9427825175626072,0.801146851318168,-3.4990431982336894,2.3399003301400443,1
6.064148878450053,0.9734006764874537,-0.12591687866041124,-2.5705110484516993,-0.2884360747200961,0
11.722756470460078,4.7377155695181985,1.9026461909903862,-0.5984834337084554,3.200886660600971,0
-2.1430327011442323,-0.2723575190802343,-0.5697641272488353,-0.07389175525121866,0.12955263876325213,1
-1.730503914192782,1.7917691989811173,0.5465391783785106,1.544272057386185,1.9002530030413094,1
1.0645530573518434,2.5157655062914497,-1.8903639211590406,-0.6567534141567898,-0.20746522824584007,1
10.536740173800826,-2.044390364170902,-0.17552563796762458,0.5481531553148203,-1.2770807458023747,0
-2.273705700509699,0.4292678307218281,-0.9020983576992716,-0.23906784461487207,0.9820818192217204,1
0.595614892054707,0.15864086571760072,1.7345058437734058,1.1223164189572277,0.6557854136986024,0
3.431041233054984,-2.2489963046689043,-1.8254416761111254,0.8116189436033615,-0.35503661635692546,0
-1.0312197144671933,0.933683859751786,0.021992647158101522,1.3295051028863163,-0.002604912994248234,1
1.1632207091183868,0.9917996163737889,-0.09438792210355992,-2.098966726391635,-0.17761272816863927,1
-1.73174408436269,-1.6378736840780985,0.3802553794942972,1.042891096460728,-0.0044461889653915065,1
-2.9762687415530307,-2.9235563821748434,0.580501591416963,-0.5548558298217692,-1.350331048660917,1
2.6649891666292502,0.5946416484622048,-0.6027133106473939,-0.4386511856054773,-0.45487617907877875,0
4.27652860884338,-2.120785712403816,0.46438937556409715,0.7583474360464275,0.24669002381641672,0
-4.015367078621509,1.2874659132140025,1.6925607080852534,0.9311779878053055,0.7840491736219873,1
0.5075964378171313,0.6972856067227049,-0.1448908311581322,1.146745952726065,-0.022982786511386234,0
-4.668407637789667,3.5328864944088023,-0.12745417190955813,-1.184501822623612,2.819728809553518,1
-3.5641162428072026,-1.4723724314439397,0.016314850474437106,1.7080444684907712,0.270532071137617,1
-2.2024527230995967,1.8596799092312801,-0.4296524245141253,0.4732746492916098,0.5886283838254244,1
-2.741922753753964,1.3794209030213234,1.0636327364291467,-0.08677389660054811,1.284678650094606,1
3.0737282773698094,4.165490839844986,-2.758427172772987,-1.2482469930905027,0.2756566025956251,0
-0.8589375983342962,1.8484496639400307,-0.46296548820503036,0.605893859937966,1.1027875425766736,1
-3.301108120533417,-1.093333855921498,-1.41840143642778,0.5819995708779135,-0.3976524512880264,1
12.950613406662612,1.0786327399793332,0.30470622576781503,-1.4209592076046909,0.46924694801860534,0
-2.344584075005845,0.7048894008322351,-0.984793064471705,1.102585348966791,0.4097806835638097,1
-2.535727601879943,2.6389477301372377,1.8186365537698155,-0.7158286664102119,1.155981408618461,1
-0.12577775788190193,2.36777050538842,2.2572186445097793,0.35667890193631047,-0.5794000647957679,1
3.729291800187084,4.113717314648031,2.1312116957848213,0.23075732237827154,-5.705170448099431,1
-2.616064808765249,3.28898670244091,-1.5858915111585585,-1.1887401386857235,0.5378187312094043,1
-2.187244941131995,0.341163056853322,-0.4491885691083954,0.5035995539982892,0.12115454175064065,1
-1.99927862369555,3.7977985649727315,3.904299181841485,-1.5520437015414805,-2.3803672251267867,1
2.9307263365440317,1.5948500778935764,-2.6840630561152463,-0.5705819695287958,1.2704047245214476,0
4.820693327464485,2.5084044921869815,-2.022663915939181,0.6960417834410495,0.14741040530173047,0
0.7903900893724519,-2.5023255443318204,0.5411644627239188,-0.15639966220715457,2.1325441063912987,0
-3.1033101979598094,0.32597339558441923,-2.021529484752964,-2.0622278057297776,-0.09006614619769081,1
3.194221315329461,-1.2697567362739541,0.6423776706392301,-0.9413634263765444,0.9846378085958103,0
12.938581196782934,2.5681095367943434,6.175408706690345,-1.9209301407074055,2.8668408567591803,0
-0.8883339860754591,-0.10563860325891622,-1.1180120016601567,-2.5071080259562275,0.07249446287895643,1
-2.243968639643,-0.7057901369610701,0.38264022923196367,0.07737351074016172,-2.9395795690053617,1
-3.291089816078217,-1.9042071345089522,-0.6062766708278678,-0.29878912827363274,-0.34263446467874104,1
-0.7996906596190465,-0.9392917094422705,-2.109396269336748,2.1579966430174227,0.5800082455219537,0
